Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
Honda Brio VX AT,Hyderabad,2014,28000,Petrol,Automatic,First,16.5,1198,86.8,5,662000
Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,13412,Petrol,Automatic,First,14.3,1598,103.52,5,1422000
Hyundai Verna CRDi,Hyderabad,2011,70000,Diesel,Manual,First,16.8,1493,110,5,1425500
Hyundai i20 Active S Diesel,Jaipur,2015,81310,Diesel,Manual,First,21.19,1396,88.76,5,1025000
Maruti Baleno Alpha CVT,Kochi,2019,13574,Petrol,Automatic,First,21.4,1197,83.1,5,1030000
Honda CR-V 2.4L 4WD MT,Mumbai,2008,75000,Petrol,Manual,Second,11.1,2354,158.8,5,3351000
Maruti Swift Dzire VXI,Coimbatore,2014,58310,Petrol,Manual,Second,19.1,1197,85.8,5,788000
Maruti Swift Dzire VDi,Pune,2009,90000,Diesel,Manual,Second,19.3,1248,73.9,5,788000
Maruti Swift Dzire ZDI,Jaipur,2012,83000,Diesel,Manual,First,23.4,1248,74,5,788000
Maruti Swift Dzire ZXI,Jaipur,2017,37282,Petrol,Manual,First,20.85,1197,83.14,5,788000
Hyundai Grand i10 Sportz,Jaipur,2017,23000,Petrol,Manual,First,18.9,1197,82,5,745000
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2010,82000,Diesel,Manual,First,17.8,1399,68,5,1168500
Hyundai Verna 1.6 CRDi S,Chennai,2016,31000,Diesel,Manual,First,23.9,1582,126.2,5,1425500
Maruti Wagon R Vx,Jaipur,2001,200000,Petrol,Manual,First,12,998,67.04,5,551000
Ford Figo Diesel EXI,Delhi,2014,45001,Diesel,Manual,Second,20,1399,68.05,5,765000
Tata Manza Aqua Quadrajet BS IV,Coimbatore,2014,50446,Diesel,Manual,First,21.12,1248,88.8,5,763000
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,89000,Petrol,Manual,First,13.5,1799,130,5,1358000
Maruti Alto LX BSIII,Ahmedabad,2007,72000,Petrol,Manual,Second,19.7,796,46.3,5,436000
BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48,1995,190,5,6371000
Mahindra XUV500 W8 2WD,Bangalore,2015,76000,Diesel,Manual,Second,16,2179,140,7,1886500
Maruti Ritz VDi,Hyderabad,2012,78401,Diesel,Manual,First,23.2,1248,73.94,5,788000
Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,Diesel,Manual,First,24.3,1248,88.5,5,1112000
Maruti Eeco 7 Seater Standard,Pune,2011,45000,Petrol,Manual,First,15.1,1196,73,7,469000
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2012,83000,Petrol,Manual,First,17.5,1197,85.8,5,788000
Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2017,50170,Diesel,Automatic,First,17.01,1582,126.2,5,1606000
Maruti Wagon R LXI,Mumbai,2010,37822,Petrol,Manual,First,22.5,998,67.04,5,504000
Maruti Celerio ZDi,Kolkata,2015,33517,Diesel,Manual,First,27.62,793,47,5,587000
Hyundai Santa Fe 2WD AT,Delhi,2014,110000,Diesel,Automatic,First,13.01,2199,194.3,7,1025000
Hyundai EON D Lite Plus Option,Kolkata,2017,60000,Petrol,Manual,First,21.1,814,55.2,5,1025000
Hyundai i20 Sportz 1.2,Delhi,2013,92408,Petrol,Manual,First,18.5,1197,82.85,5,1025000
Hyundai Verna 1.6 SX VTVT (O),Bangalore,2014,45000,Petrol,Manual,First,17.1,1591,121.3,5,1425500
Honda Brio S Option MT,Kochi,2013,33793,Petrol,Manual,First,18.4,1198,86.8,5,662000
Maruti Swift VXI Optional,Kochi,2017,26327,Petrol,Manual,First,20.4,1197,81.8,5,788000
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,20604,Diesel,Automatic,First,19.27,2143,167.62,5,4949000
Maruti Swift VDI Optional,Coimbatore,2018,61386,Diesel,Manual,First,25.2,1248,74,5,788000
Maruti Swift AMT VDI,Delhi,2018,11500,Diesel,Automatic,First,28.4,1248,74,5,788000
Chevrolet Beat Diesel LS,Chennai,2012,58000,Diesel,Manual,First,25.44,936,57.6,5,1131500
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,38000,Petrol,Automatic,First,13.7,1798,157.75,5,3336000
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2012,49000,Diesel,Automatic,Second,14.84,2143,167.62,5,4949000
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,Diesel,Manual,First,13.68,2393,147.8,8,2401000
Hyundai i10 Sportz,Kolkata,2016,7000,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Honda Amaze S i-DTEC,Ahmedabad,2014,20000,Diesel,Manual,Second,25.8,1498,98.6,5,854000
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,Diesel,Manual,First,21.9,1396,88.76,5,1025000
Mercedes-Benz GLE 350d,Coimbatore,2018,30706,Diesel,Automatic,First,11.57,2987,254.79,5,9513000
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,Diesel,Manual,First,12.05,2179,120,7,1886500
Hyundai Getz GLE,Bangalore,2006,44000,Petrol,Manual,Second,15.3,1341,83,5,1025000
Maruti Baleno Alpha,Mumbai,2016,12208,Petrol,Manual,First,21.4,1197,83.1,5,878000
Chevrolet Optra Magnum 2.0 LT,Chennai,2011,55000,Diesel,Manual,First,16.52,1991,123.7,5,1131500
Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,Petrol,Manual,First,17.1,1591,121.3,5,1425500
Honda City 1.5 V MT,Hyderabad,2016,28414,Petrol,Manual,First,17,1497,118,5,1358000
Volkswagen Polo GT TSI,Mumbai,2017,27853,Petrol,Automatic,First,17.21,1197,103.5,5,1126000
Honda Brio E MT,Bangalore,2013,55116,Petrol,Manual,First,19.4,1198,86.8,5,662000
Maruti Swift Dzire VDI,Ahmedabad,2017,26000,Diesel,Manual,First,26.59,1248,74,5,788000
Honda City 1.5 V MT Exclusive,Pune,2012,45496,Petrol,Manual,First,17,1497,118,5,1358000
Mahindra Ssangyong Rexton RX7,Pune,2013,76000,Diesel,Automatic,Second,11.18,2696,184,7,1886500
Skoda Superb Elegance 1.8 TSI MT,Pune,2014,136000,Petrol,Manual,First,13.1,1798,157.75,5,3336000
Hyundai Santro GLS II - Euro II,Pune,2009,100000,Petrol,Manual,First,17,1086,62.1,5,455000
Maruti Alto LXi,Kolkata,2010,38127,Petrol,Manual,First,19.7,796,46.3,5,436000
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,2014,82450,Diesel,Manual,First,23,1396,90,5,1025000
Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,2014,62497,Petrol,Manual,First,15.8,1499,110,5,1168500
Nissan Micra Diesel XV,Hyderabad,2011,86732,Diesel,Manual,First,23.08,1461,63.1,5,947000
Honda Brio E MT,Kochi,2016,27969,Petrol,Manual,First,19.4,1198,86.8,5,662000
Mahindra Ssangyong Rexton RX7,Delhi,2013,66372,Diesel,Automatic,First,11.18,2696,184,7,1886500
BMW 7 Series 730Ld Sedan,Coimbatore,2013,73525,Diesel,Automatic,First,16.46,2993,258,5,15800000
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,Petrol,Manual,First,18.9,1197,81.86,5,668000
Maruti Baleno Delta 1.2,Coimbatore,2018,25093,Petrol,Manual,First,21.4,1197,83.1,5,880000
Mahindra Xylo E8 ABS BS IV,Coimbatore,2016,49176,Diesel,Manual,First,11.68,2498,112,8,1167000
Renault Fluence Diesel E4,Delhi,2012,87510,Diesel,Manual,First,21.8,1461,78,5,1505000
Hyundai i20 1.2 Magna,Coimbatore,2012,38214,Petrol,Manual,Second,18.5,1197,80,5,1025000
Mitsubishi Pajero 2.8 SFX,Kochi,2013,48986,Diesel,Manual,First,10.5,2835,107.2,6,3321000
Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2011,88000,Petrol,Automatic,First,14.53,1794,138.1,5,2108500
BMW X5 X5 M,Pune,2015,69002,Diesel,Automatic,First,15.97,2993,258,5,5507000
BMW 3 Series 2005-2011 325i Sedan,Pune,2011,43706,Petrol,Automatic,First,10.9,2497,215,5,5443000
Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582,126.2,5,1606000
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,49404,Diesel,Manual,First,18.49,1493,100,7,1886500
Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,2010,72000,Diesel,Manual,First,12.05,2179,120,8,1886500
Renault KWID RXT,Mumbai,2016,24000,Petrol,Manual,First,25.17,799,53.3,5,478000
Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999,67,5,542000
Maruti Swift VXi BSIV,Pune,2017,12000,Petrol,Manual,First,16.1,1197,85,5,788000
Skoda Laura 1.9 TDI AT Ambiente,Kolkata,2012,45000,Diesel,Automatic,First,17,1896,105,5,2583000
Maruti Alto 800 2016-2019 VXI,Coimbatore,2018,26234,Petrol,Manual,First,24.7,796,47.3,5,436000
Maruti Swift VXI,Delhi,2014,55000,Petrol,Manual,First,18.6,1197,85.8,5,788000
Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,Diesel,Manual,First,23,1396,90,5,1025000
Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968,174.33,5,4480000
Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987,254.79,5,9123000
Hyundai i10 Era,Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086,68.05,5,1025000
Maruti Wagon R LXI Optional,Kolkata,2016,4800,Petrol,Manual,First,20.51,998,67.04,5,551000
Honda City i VTEC V,Kochi,2017,38607,Petrol,Manual,Second,17.8,1497,117.3,5,1358000
Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197,81.86,5,714000
Honda City i DTEC VX,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498,98.6,5,1358000
Maruti Swift Dzire VXi,Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298,85.8,5,788000
Maruti Swift Dzire ZXi,Delhi,2015,58400,Petrol,Manual,First,17.5,1298,85.8,5,788000
Mahindra XUV500 W8 2WD,Kochi,2013,73648,Diesel,Manual,First,15.1,2179,140,7,1886500
Maruti Ciaz ZDi Plus SHVS,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248,88.5,5,1111000
Hyundai Verna 1.6 SX CRDi (O),Kochi,2016,16159,Diesel,Manual,First,22.32,1582,126.32,5,1425500
Hyundai Accent CRDi,Mumbai,2005,150000,Diesel,Manual,First,13.1,1493,82,5,1025000
Honda Brio S MT,Mumbai,2014,22100,Petrol,Manual,First,19.4,1198,86.8,5,662000
Hyundai i20 Active 1.2 SX,Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197,81.86,5,1025000
BMW 3 Series 320d Sport Line,Pune,2018,24000,Diesel,Automatic,First,18.88,1995,184,5,5443000
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,480000,Diesel,Automatic,First,16.96,1968,138.03,5,1015000
Volkswagen Polo Petrol Highline 1.6L,Chennai,2011,70000,Petrol,Manual,Second,15.26,1598,103.5,5,1015000
Maruti Swift VXi BSIV,Pune,2015,13769,Petrol,Manual,Second,16.1,1197,85,5,788000
Renault Duster 110PS Diesel RxZ,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461,108.45,5,1505000
BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995,190,5,6959000
Fiat Avventura MULTIJET Emotion,Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248,91.72,5,926000
Maruti Wagon R Stingray VXI,Delhi,2013,32378,Petrol,Manual,First,20.51,998,67.04,5,551000
Chevrolet Sail Hatchback LS ABS,Kolkata,2013,45000,Diesel,Manual,First,22.1,1248,76.9,5,1131500
Mahindra XUV500 W8 2WD,Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179,140,7,1886500
Tata Zest Quadrajet 1.3,Kochi,2016,54199,Diesel,Manual,First,23,1248,88.8,5,794000
BMW X3 xDrive20d xLine,Kochi,2017,36935,Diesel,Automatic,First,18.56,1995,190,5,6959000
Maruti Swift VDI BSIV,Chennai,2015,23000,Diesel,Manual,First,25.2,1248,74,5,788000
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995,190,5,6787000
Tata Indigo CS eVX,Chennai,2015,100073,Diesel,Manual,Second,25,1396,69.01,5,763000
Mahindra XUV500 W8 2WD,Kochi,2015,59182,Diesel,Manual,First,15.1,2179,140,7,1886500
Audi Q7 35 TDI Quattro Premium Plus,Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967,241.4,7,10196000
BMW 5 Series 2003-2012 520d,Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995,177,5,6787000
Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591,121.3,5,1425500
Hyundai Santa Fe 4WD AT,Pune,2015,100000,Diesel,Automatic,Second,13.01,2199,194.3,7,1025000
Hyundai Santro GLS II - Euro II,Bangalore,2012,43000,Petrol,Manual,First,17,1086,62.1,5,455000
Maruti Wagon R AMT VXI,Kochi,2018,27413,Petrol,Automatic,First,20.51,998,67,5,551000
Maruti Wagon R LX BSIII,Pune,2007,90000,Petrol,Manual,Second,17.3,1061,64,5,551000
Hyundai i20 Sportz 1.2,Kolkata,2013,40300,Petrol,Manual,First,18.5,1197,82.85,5,1025000
Skoda Superb Elegance 1.8 TSI AT,Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798,157.75,5,3336000
Hyundai Getz GLS,Pune,2005,86000,Petrol,Manual,Second,15.3,1341,83,5,1025000
Maruti Wagon R LXI BS IV,Delhi,2014,65694,Petrol,Manual,First,18.9,998,67.1,5,551000
Maruti Omni MPI CARGO BSIV,Kolkata,2015,23000,Petrol,Manual,First,16.8,796,34.2,5,788000
Hyundai i10 Magna 1.2,Mumbai,2012,51000,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Renault KWID 1.0 RXT Optional,Kochi,2018,18335,Petrol,Manual,First,21.7,999,67,5,461000
Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2014,36000,Diesel,Automatic,First,15,2147,107.3,5,3703000
Volkswagen Polo GT TSI,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197,103.5,5,1126000
Mahindra Scorpio VLX 4WD,Bangalore,2007,81000,Diesel,Manual,Third,12.05,2179,120,8,1886500
Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755,174.5,7,3738000
Chevrolet Beat Diesel LT,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936,56.3,5,1131500
Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2010,80000,Diesel,Manual,First,12.8,2494,102,8,2401000
Maruti Swift Dzire VXI,Kochi,2018,10671,Petrol,Manual,First,20.85,1197,83.14,5,788000
Renault KWID Climber 1.0 MT,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999,67,5,530000
Tata Bolt Quadrajet XM,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248,74,5,797000
Hyundai Grand i10 Asta,Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197,82,5,745000
Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498,103.2,5,1323000
Audi A6 2011-2015 2.0 TDI,Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968,174.33,5,6710000
Maruti Swift Dzire Ldi BSIV,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248,73.9,5,788000
Chevrolet Spark 1.0 LT,Kochi,2012,50619,Petrol,Manual,First,18,995,62,5,1131500
BMW 3 Series 320d,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995,190,5,4331000
Hyundai EON Era Plus,Kochi,2018,15334,Petrol,Manual,First,21.1,814,55.2,5,1025000
Maruti Swift Dzire VDI,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248,74,5,788000
Volkswagen CrossPolo 1.5 TDI,Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498,88.5,5,1015000
Honda Amaze E i-Vtech,Coimbatore,2014,44753,Petrol,Manual,First,18,1198,86.7,5,854000
Volkswagen Vento Petrol Highline AT,Kochi,2012,53024,Petrol,Automatic,First,14.4,1598,103.6,5,1323000
Maruti Wagon R Stingray VXI,Kolkata,2014,23840,Petrol,Manual,First,20.51,998,67.04,5,551000
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498,88.8,5,1015000
Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198,73.9,5,1015000
Honda Amaze SX i-DTEC,Kochi,2016,51806,Diesel,Manual,First,25.8,1498,98.6,5,854000
Audi A6 35 TDI Matrix,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968,187.74,5,5938000
Tata Tigor 1.05 Revotorq XZ Option,Kochi,2019,29279,Diesel,Manual,First,24.7,1047,69,5,715000
Volkswagen Vento 1.5 TDI Highline AT,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498,108.5,5,1586000
Audi A6 35 TDI Matrix,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968,187.74,5,6710000
Nissan Terrano XL 110 PS,Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461,108.5,5,1665000
Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498,103.52,5,1422000
Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498,99,5,765000
Tata Venture EX,Pune,2011,51482,Diesel,Manual,First,15.42,1405,70,8,763000
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,2011,90000,Diesel,Automatic,First,14.84,2143,167.62,5,4949000
Toyota Fortuner 4x2 Manual,Jaipur,2014,69000,Diesel,Manual,Second,13,2982,168.5,7,3717000
Honda City 1.5 V MT,Delhi,2011,90000,Petrol,Manual,Second,17,1497,118,5,1358000
Hyundai i20 Asta Option 1.2,Mumbai,2015,39000,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Volkswagen Vento Diesel Trendline,Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598,103.6,5,1323000
Ford Endeavour 2.5L 4X2 MT,Kochi,2011,68022,Diesel,Manual,First,13.1,2499,141,7,3529000
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497,121.36,5,1410000
Maruti Swift VDI BSIV,Bangalore,2013,58291,Diesel,Manual,First,17.8,1248,74,5,788000
Hyundai i20 Sportz Diesel,Coimbatore,2011,68439,Diesel,Manual,First,23,1396,90,5,1025000
Toyota Innova 2.5 VX (Diesel) 8 Seater,Delhi,2011,150000,Diesel,Manual,First,12.99,2494,100.6,8,2401000
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497,108.5,5,1222000
Ford Figo Diesel Titanium,Hyderabad,2012,71558,Diesel,Manual,First,20,1399,68.05,5,765000
Porsche Panamera Diesel,Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967,300,4,13600000
Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582,126.2,5,1606000
Audi A4 2.0 TDI Multitronic,Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968,140,5,5314000
Mahindra XUV500 W8 4WD,Kolkata,2017,14600,Diesel,Manual,First,16,2179,140,7,1886500
Isuzu MUX 4WD,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999,174.57,7,3368000
Maruti Swift Dzire VDI,Delhi,2014,52000,Diesel,Manual,First,23.4,1248,74,5,788000
Maruti Ciaz ZXi,Kolkata,2015,25470,Petrol,Manual,First,20.73,1373,91.1,5,1111000
Hyundai EON Era Plus,Pune,2013,22000,Petrol,Manual,First,21.1,814,55.2,5,1025000
Mercedes-Benz E-Class 280 CDI,Chennai,2007,75000,Diesel,Automatic,First,11,2987,198.5,5,8697000
BMW 5 Series 2003-2012 520d,Pune,2011,95995,Diesel,Automatic,First,18.48,1995,177,5,6787000
Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,2017,26877,Diesel,Manual,First,24,1186,73.97,5,745000
Jaguar XJ 3.0L Portfolio,Hyderabad,2015,26000,Diesel,Automatic,First,14.47,2993,301.73,5,6967500
Maruti Swift Ldi BSIII,Chennai,2007,140000,Diesel,Manual,Second,17.8,1248,75,5,788000
Hyundai Santro Xing GLS,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086,62.1,5,455000
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494,102,8,2401000
Hyundai i20 Sportz 1.2,Kolkata,2015,32000,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Mercedes-Benz E-Class 280 CDI,Mumbai,2008,68333,Diesel,Automatic,Second,11,2987,198.5,5,8697000
Ford Figo Diesel ZXI,Chennai,2011,72000,Diesel,Manual,First,20,1399,68,5,765000
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364,86.79,5,1927000
Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197,81.86,5,696000
Jeep Compass 2.0 Limited 4X4,Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956,170,5,2695000
Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197,81.8,5,796000
Toyota Fortuner 3.0 Diesel,Pune,2014,55960,Diesel,Manual,First,11.5,2982,171,7,3717000
Volkswagen Vento Diesel Highline,Jaipur,2013,144000,Diesel,Manual,First,20.54,1598,103.6,5,1323000
Toyota Innova Crysta 2.4 VX MT,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393,147.8,7,2306000
Ford Figo Diesel Celebration Edition,Jaipur,2013,51000,Diesel,Manual,First,20,1399,68.1,5,765000
Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364,67.05,5,958000
Mahindra Thar DI 4X4,Mumbai,2018,2500,Diesel,Manual,First,18.06,2523,63,7,1139000
Land Rover Range Rover HSE Dynamic,Kochi,2018,41661,Diesel,Automatic,First,12.7,2179,187.7,5,12000000
BMW 3 Series 320d Highline,Delhi,2011,64000,Diesel,Automatic,First,16.07,1995,181,5,5443000
Hyundai Accent GLS,Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495,94,5,1025000
Maruti Celerio ZXI AT,Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998,67.04,5,587000
Jaguar XF 2.2 Litre Luxury,Chennai,2014,43000,Diesel,Automatic,Second,16.36,2179,187.7,5,6967500
Audi A6 2.7 TDI,Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698,179.5,5,6710000
Nissan Micra Diesel XV,Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461,63.1,5,947000
Honda Amaze S i-Vtech,Jaipur,2015,42000,Petrol,Manual,Second,18,1198,86.7,5,854000
Renault Duster 85PS Diesel RxL Option,Chennai,2012,79824,Diesel,Manual,First,19.87,1461,83.8,5,1505000
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2015,75000,Diesel,Manual,First,12.99,2494,100.6,8,2401000
Honda Amaze E i-Vtech,Ahmedabad,2014,72411,Petrol,Manual,First,18,1198,86.7,5,854000
Mercedes-Benz New C-Class C 250 CDI Elegance,Delhi,2012,63000,Diesel,Automatic,First,14.94,2143,204,5,4949000
Toyota Etios Liva G,Chennai,2015,53713,Petrol,Manual,First,17.71,1197,78.9,5,852500
Toyota Innova Crysta 2.8 GX AT 8S,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755,171.5,8,2080000
Mercedes-Benz New C-Class 200 CDI Elegance,Bangalore,2013,51000,Diesel,Manual,First,15.8,2148,170,5,4949000
Maruti Swift VXI BSIII,Chennai,2008,86700,Petrol,Manual,Second,16.1,1298,88.2,5,788000
Maruti Baleno Alpha 1.3,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248,74,5,880000
Hyundai Santro Xing GL Plus LPG,Hyderabad,2014,56000,LPG,Manual,First,13.45,1086,62.1,5,455000
Maruti Celerio VXI AT,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998,67.04,5,587000
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,64394,Diesel,Manual,First,22.7,1498,89.84,5,1168500
Tata Manza Aura Quadrajet,Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248,90,5,763000
Honda Jazz 1.5 SV i DTEC,Mumbai,2016,48719,Diesel,Manual,First,27.3,1498,98.6,5,960000
Mahindra XUV500 W8 2WD,Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179,140,7,1886500
Nissan Micra Diesel XV Premium,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461,63.1,5,947000
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143,167.62,5,4949000
Tata Manza Aura Plus Quadrajet BS IV,Hyderabad,2010,127510,Diesel,Manual,Second,19,1248,90,5,763000
Maruti Swift VDI,Kolkata,2014,35010,Diesel,Manual,First,22.9,1248,74,5,788000
Maruti Swift Dzire 1.2 Lxi BSIV,Jaipur,2012,75451,Petrol,Manual,First,17.5,1197,85.8,5,788000
Tata Indigo eCS LS (TDI) BS-III,Pune,2015,83000,Diesel,Manual,First,19.09,1405,69.01,5,763000
Honda Amaze S i-Dtech,Kolkata,2013,38755,Diesel,Manual,First,25.8,1498,98.6,5,854000
Maruti Swift VXI BSIV,Delhi,2016,30000,Petrol,Manual,First,20.4,1197,81.8,5,788000
Maruti Ertiga ZDI,Chennai,2012,40000,Diesel,Manual,First,20.77,1248,88.8,7,1127000
Hyundai Grand i10 Era,Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197,82,5,745000
Nissan Micra Active XV,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198,67.04,5,678000
Hyundai Grand i10 Asta Option,Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197,82,5,745000
Jeep Compass 2.0 Sport,Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956,170,5,1991000
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2014,62000,Diesel,Manual,Second,22.07,1199,73.9,5,1015000
Honda Amaze S AT i-Vtech,Pune,2015,42023,Petrol,Automatic,First,15.5,1198,86.7,5,854000
BMW X3 xDrive20d Advantage Edition,Kolkata,2012,51001,Diesel,Automatic,First,16.09,1995,184,5,6959000
BMW 3 Series 320d Luxury Line,Kochi,2017,55389,Diesel,Automatic,First,18.88,1995,184,5,5443000
Honda City V AT,Kochi,2014,46728,Petrol,Automatic,First,15.6,1497,116.3,5,1358000
